thread_id,message_count,unique_senders,first_message_time,last_message_time,thread_duration_minutes,avg_response_time,virality_direct,normalized_message_count,normalized_response_time,normalized_participants,virality_normalized,virality_direct_normalized,virality_combined,topic,category,subcategory,category_full
830,8,6,2025-01-05 10:56:02,2025-01-05 11:47:20,51.3,7.328571428571428,1.09,0.22857142857142856,0.7532467532467533,0.35294117647058826,44.49,4.548408057179987,24.52,"""Planning a 1-Year-Old's Birthday Party""",Activities & Recreation,Arts & Music,Activities & Recreation - Arts & Music
60,8,4,2024-09-01 09:34:35,2024-09-01 10:25:57,51.36666666666667,7.338095238095238,1.09,0.22857142857142856,0.7529260862594196,0.23529411764705882,40.56,4.542504866969501,22.55,"""Troubleshooting Toddler Sleep Issues""",Parenting Challenges & Support,Sleep & Bedtime,Parenting Challenges & Support - Sleep & Bedtime
594,7,5,2024-11-23 13:29:09,2024-11-23 14:07:31,38.36666666666667,6.394444444444445,1.09,0.2,0.7846988402543957,0.29411764705882354,42.63,4.561251086012163,23.59,"""Indoor Plant Care Course Recommendations""",Travel & Transportation,Transportation & Commuting,Travel & Transportation - Transportation & Commuting
345,6,5,2024-10-18 10:56:16,2024-10-18 11:24:07,27.85,5.57,1.08,0.17142857142857143,0.8124579124579124,0.29411764705882354,42.6,4.488330341113106,23.54,"""Breast Pump Recommendations""",Nutrition & Feeding,Breastfeeding & Formula,Nutrition & Feeding - Breastfeeding & Formula
250,4,4,2024-10-03 11:32:53,2024-10-03 11:43:57,11.066666666666666,3.6888888888888887,1.08,0.11428571428571428,0.875794986906098,0.23529411764705882,40.85,4.518072289156628,22.68,"""Welcome to Moms Group""",Group Communication,Greetings & Introductions,Group Communication - Greetings & Introductions
860,8,4,2025-01-10 11:58:49,2025-01-10 12:50:33,51.733333333333334,7.390476190476191,1.08,0.22857142857142856,0.7511624178290844,0.23529411764705882,40.5,4.510309278350515,22.51,"""Meal Services for Specific Diets""",Nutrition & Feeding,Family Meals & Recipes,Nutrition & Feeding - Family Meals & Recipes
937,4,3,2025-01-22 09:32:51,2025-01-22 09:43:58,11.116666666666667,3.7055555555555557,1.08,0.11428571428571428,0.8752338196782641,0.17647058823529413,38.87,4.497751124437781,21.68,"""Disposing of Expired Epi-Pens""",Uncategorized,Other Topics,Uncategorized - Other Topics
692,3,3,2024-12-11 09:09:15,2024-12-11 09:14:52,5.616666666666666,2.808333333333333,1.07,0.08571428571428572,0.9054433221099888,0.17647058823529413,38.92,4.451038575667656,21.69,"""Advice for Toddler Digestion Issues""",Parenting Challenges & Support,Parenting Support & Advice,Parenting Challenges & Support - Parenting Support & Advice
555,2,2,2024-11-18 14:06:14,2024-11-18 14:08:06,1.8666666666666667,1.8666666666666667,1.07,0.05714285714285714,0.9371492704826038,0.11764705882352941,37.06,4.464285714285714,20.76,"""Hiring and background checking caregivers""",Child Care & Education,Babysitters & Nannies,Child Care & Education - Babysitters & Nannies
898,6,6,2025-01-15 09:37:50,2025-01-15 10:06:07,28.283333333333335,5.656666666666667,1.06,0.17142857142857143,0.8095398428731762,0.35294117647058826,44.46,4.419563936358279,24.44,"""Children's clothing and services recommendations""",Products & Shopping,Clothing & Accessories,Products & Shopping - Clothing & Accessories
636,4,3,2024-12-02 13:12:33,2024-12-02 13:24:03,11.5,3.8333333333333335,1.04,0.11428571428571428,0.8709315375982043,0.17647058823529413,38.72,4.3478260869565215,21.54,"""Discussing Baby Alive Doll""",Uncategorized,Other Topics,Uncategorized - Other Topics
847,5,4,2025-01-07 17:27:59,2025-01-07 17:47:38,19.65,4.9125,1.02,0.14285714285714285,0.8345959595959596,0.23529411764705882,40.42,4.2408821034775235,22.33,"""Children's activities in Brookline""",Uncategorized,Other Topics,Uncategorized - Other Topics
990,5,3,2025-02-03 06:40:33,2025-02-03 07:00:04,19.516666666666666,4.879166666666666,1.02,0.14285714285714285,0.8357182940516275,0.17647058823529413,38.5,4.269854824935953,21.39,"""Newborn care and product recommendations""",Travel & Transportation,Transportation & Commuting,Travel & Transportation - Transportation & Commuting
328,4,4,2024-10-16 13:17:05,2024-10-16 13:28:55,11.833333333333334,3.9444444444444446,1.01,0.11428571428571428,0.8671904227459784,0.23529411764705882,40.56,4.225352112676056,22.39,"""Local amenities and recommendations""",Local Community,Neighborhood Information,Local Community - Neighborhood Information
100,5,4,2024-09-08 17:46:29,2024-09-08 18:06:14,19.75,4.9375,1.01,0.14285714285714285,0.8337542087542087,0.23529411764705882,40.4,4.219409282700423,22.31,"""Halloween costumes and locations""",Activities & Recreation,Seasonal & Holiday Activities,Activities & Recreation - Seasonal & Holiday Activities
405,2,2,2024-10-26 17:58:08,2024-10-26 18:00:07,1.9833333333333334,1.9833333333333334,1.01,0.05714285714285714,0.9332210998877666,0.11764705882352941,36.93,4.201680672268907,20.57,"""Hanover Ave Roof Deck""",Uncategorized,Other Topics,Uncategorized - Other Topics
501,4,4,2024-11-10 20:14:17,2024-11-10 20:26:11,11.9,3.966666666666667,1.01,0.11428571428571428,0.8664421997755332,0.23529411764705882,40.53,4.201680672268907,22.37,"""Children's Skating Classes and Footwear""",Child Care & Education,Schools & Education,Child Care & Education - Schools & Education
663,9,8,2024-12-06 13:53:02,2024-12-06 15:04:56,71.9,8.9875,1.0,0.2571428571428571,0.6973905723905723,0.47058823529411764,47.5,4.172461752433936,25.84,"""Newborn Diaper Rash Treatments""",Health & Wellness,Illness & Symptoms,Health & Wellness - Illness & Symptoms
311,4,3,2024-10-13 09:35:23,2024-10-13 09:47:20,11.95,3.983333333333333,1.0,0.11428571428571428,0.8658810325476992,0.17647058823529413,38.55,4.1841004184100425,21.37,"""Seeking Unused Celtics Tickets""",Marketplace & Exchange,Secondhand & Donations,Marketplace & Exchange - Secondhand & Donations
97,3,3,2024-09-08 13:22:07,2024-09-08 13:28:11,6.066666666666666,3.033333333333333,0.99,0.08571428571428572,0.8978675645342312,0.17647058823529413,38.67,4.1208791208791204,21.39,"""School Uniform Color Guidelines""",Child Care & Education,Schools & Education,Child Care & Education - Schools & Education
557,3,2,2024-11-18 17:38:50,2024-11-18 17:45:03,6.216666666666667,3.1083333333333334,0.97,0.08571428571428572,0.8953423120089786,0.11764705882352941,36.62,4.021447721179625,20.32,"""Recommendations for toddler shoes""",Products & Shopping,Clothing & Accessories,Products & Shopping - Clothing & Accessories
878,8,5,2025-01-12 09:20:48,2025-01-12 10:18:38,57.833333333333336,8.261904761904763,0.97,0.22857142857142856,0.7218213884880551,0.29411764705882354,41.48,4.034582132564841,22.76,"""Introducing New Members and Babies""",Group Communication,Greetings & Introductions,Group Communication - Greetings & Introductions
690,9,8,2024-12-10 20:30:07,2024-12-10 21:45:11,75.06666666666666,9.383333333333333,0.96,0.2571428571428571,0.6840628507295174,0.47058823529411764,47.06,3.996447602131439,25.53,"""Baby Sleep Issues and Elf on the Shelf""",Parenting Challenges & Support,Sleep & Bedtime,Parenting Challenges & Support - Sleep & Bedtime
339,5,3,2024-10-17 17:47:00,2024-10-17 18:07:50,20.833333333333332,5.208333333333333,0.96,0.14285714285714285,0.824635241301908,0.17647058823529413,38.13,4.0,21.07,"""Big Little Feelings Toddler Training Course""",Parenting Challenges & Support,Potty Training & Hygiene,Parenting Challenges & Support - Potty Training & Hygiene
439,6,5,2024-10-31 10:55:13,2024-10-31 11:26:51,31.633333333333333,6.326666666666666,0.95,0.17142857142857143,0.7869809203142537,0.29411764705882354,41.75,3.951527924130664,22.85,"""Halloween and Diwali Celebrations""",Activities & Recreation,Seasonal & Holiday Activities,Activities & Recreation - Seasonal & Holiday Activities
493,5,5,2024-11-09 12:35:12,2024-11-09 12:56:14,21.033333333333335,5.258333333333334,0.95,0.14285714285714285,0.8229517396184063,0.29411764705882354,42.0,3.961965134706814,22.98,"""Ice Skating Lesson Recommendations""",Activities & Recreation,Classes & Programs,Activities & Recreation - Classes & Programs
347,3,2,2024-10-18 16:07:23,2024-10-18 16:13:40,6.283333333333333,3.1416666666666666,0.95,0.08571428571428572,0.8942199775533108,0.11764705882352941,36.59,3.978779840848806,20.28,Buying Ferry Tickets,Marketplace & Exchange,Buying & Selling,Marketplace & Exchange - Buying & Selling
1093,5,3,2025-02-26 16:42:21,2025-02-26 17:03:23,21.033333333333335,5.258333333333334,0.95,0.14285714285714285,0.8229517396184063,0.17647058823529413,38.08,3.961965134706814,21.02,"""Dealing with Norovirus Symptoms""",Health & Wellness,Illness & Symptoms,Health & Wellness - Illness & Symptoms
163,8,7,2024-09-18 15:02:57,2024-09-18 16:02:17,59.333333333333336,8.476190476190476,0.94,0.22857142857142856,0.7146063812730479,0.4117647058823529,45.16,3.932584269662921,24.55,"""Trading Museum/Zoo Tickets and Physical Therapist Recommendations""",Travel & Transportation,Day Trips & Outings,Travel & Transportation - Day Trips & Outings
329,4,4,2024-10-16 14:46:17,2024-10-16 14:59:08,12.85,4.283333333333333,0.93,0.11428571428571428,0.8557800224466892,0.23529411764705882,40.18,3.8910505836575875,22.03,"""Lost Blanket and Group Invitation""",Uncategorized,Other Topics,Uncategorized - Other Topics
666,9,7,2024-12-07 11:16:06,2024-12-07 12:33:36,77.5,9.6875,0.93,0.2571428571428571,0.6738215488215489,0.4117647058823529,44.76,3.870967741935484,24.31,"""Key Copying Services and Water Filters""",Marketplace & Exchange,Services & Providers,Marketplace & Exchange - Services & Providers
815,7,4,2025-01-03 07:42:03,2025-01-03 08:27:24,45.35,7.558333333333334,0.93,0.2,0.7455106621773289,0.23529411764705882,39.36,3.8588754134509373,21.61,"""Managing bedtime for newborn and toddler""",Products & Shopping,Home & Furniture,Products & Shopping - Home & Furniture
967,7,6,2025-01-27 15:45:51,2025-01-27 16:31:21,45.5,7.583333333333333,0.92,0.2,0.744668911335578,0.35294117647058826,43.25,3.8461538461538463,23.55,"""Uber drop-off policies at Logan""",Uncategorized,Other Topics,Uncategorized - Other Topics
863,8,6,2025-01-10 16:56:36,2025-01-10 17:57:37,61.016666666666666,8.716666666666667,0.92,0.22857142857142856,0.7065095398428731,0.35294117647058826,42.93,3.824091778202677,23.38,"""Recommendations for Adult Spinal Surgeons""",Parenting Challenges & Support,Parenting Support & Advice,Parenting Challenges & Support - Parenting Support & Advice
531,3,2,2024-11-15 07:01:49,2024-11-15 07:08:19,6.5,3.25,0.92,0.08571428571428572,0.8905723905723906,0.11764705882352941,36.46,3.8461538461538463,20.16,"""Managing Illnesses During Pregnancy""",Health & Wellness,Illness & Symptoms,Health & Wellness - Illness & Symptoms
715,6,5,2024-12-14 09:56:51,2024-12-14 10:29:28,32.61666666666667,6.523333333333333,0.92,0.17142857142857143,0.7803591470258137,0.29411764705882354,41.53,3.832396525293817,22.68,"""Wearable Breast Pump Recommendations""",Nutrition & Feeding,Breastfeeding & Formula,Nutrition & Feeding - Breastfeeding & Formula
53,5,4,2024-08-30 10:23:15,2024-08-30 10:45:11,21.933333333333334,5.483333333333333,0.91,0.14285714285714285,0.8153759820426487,0.23529411764705882,39.78,3.7993920972644375,21.79,"""Discounts on Aquarium Tickets""",Travel & Transportation,Day Trips & Outings,Travel & Transportation - Day Trips & Outings
999,8,6,2025-02-04 13:32:58,2025-02-04 14:34:28,61.5,8.785714285714286,0.91,0.22857142857142856,0.7041847041847041,0.35294117647058826,42.86,3.7940379403794036,23.33,"""Selling Jolly Jumper, Internet Providers, Pastries""",Marketplace & Exchange,Buying & Selling,Marketplace & Exchange - Buying & Selling
25,4,1,2024-08-24 09:57:43,2024-08-24 10:11:06,13.383333333333333,4.461111111111111,0.9,0.11428571428571428,0.8497942386831275,0.058823529411764705,34.1,3.7359900373599,18.92,"""Sharing links for children's items""",Uncategorized,Other Topics,Uncategorized - Other Topics
68,7,7,2024-09-02 15:12:39,2024-09-02 15:59:15,46.6,7.766666666666667,0.9,0.2,0.7384960718294051,0.4117647058823529,45.01,3.755364806866953,24.38,"""Weaning Older Child from Breastfeeding""",Nutrition & Feeding,Breastfeeding & Formula,Nutrition & Feeding - Breastfeeding & Formula
463,6,5,2024-11-04 14:35:31,2024-11-04 15:09:17,33.766666666666666,6.753333333333333,0.89,0.17142857142857143,0.7726150392817059,0.29411764705882354,41.27,3.7018756169792693,22.49,"""Nanny Recommendation and Availability""",Child Care & Education,Babysitters & Nannies,Child Care & Education - Babysitters & Nannies
171,2,2,2024-09-19 14:03:44,2024-09-19 14:06:01,2.283333333333333,2.283333333333333,0.88,0.05714285714285714,0.9231200897867564,0.11764705882352941,36.6,3.649635036496351,20.12,"Unclear, insufficient information",Uncategorized,Unclear or Insufficient,Uncategorized - Unclear or Insufficient
427,3,2,2024-10-29 12:36:53,2024-10-29 12:43:47,6.9,3.45,0.87,0.08571428571428572,0.8838383838383839,0.11764705882352941,36.24,3.6231884057971016,19.93,"""German Language Learning for Children""",Child Care & Education,Schools & Education,Child Care & Education - Schools & Education
514,3,2,2024-11-12 17:54:53,2024-11-12 18:01:49,6.933333333333334,3.466666666666667,0.87,0.08571428571428572,0.8832772166105499,0.11764705882352941,36.22,3.6057692307692304,19.91,"""Indoor physical activities for kids""",Uncategorized,Other Topics,Uncategorized - Other Topics
363,3,2,2024-10-21 16:28:45,2024-10-21 16:35:44,6.983333333333333,3.4916666666666667,0.86,0.08571428571428572,0.882435465768799,0.11764705882352941,36.19,3.579952267303103,19.89,"""Glen's Passing and Memorial""",Uncategorized,Other Topics,Uncategorized - Other Topics
499,2,2,2024-11-10 18:36:47,2024-11-10 18:39:06,2.316666666666667,2.316666666666667,0.86,0.05714285714285714,0.9219977553310886,0.11764705882352941,36.56,3.597122302158273,20.08,"""Drool Bibs Recommendations""",Parenting Challenges & Support,Parenting Support & Advice,Parenting Challenges & Support - Parenting Support & Advice
562,4,3,2024-11-19 07:42:06,2024-11-19 07:56:12,14.1,4.7,0.85,0.11428571428571428,0.8417508417508417,0.17647058823529413,37.75,3.546099290780142,20.65,"""Kindergarten School Recommendations""",Child Care & Education,Schools & Education,Child Care & Education - Schools & Education
627,3,2,2024-12-01 11:16:53,2024-12-01 11:24:03,7.166666666666667,3.5833333333333335,0.84,0.08571428571428572,0.8793490460157127,0.11764705882352941,36.09,3.488372093023256,19.79,"""Recommendations for Local Gift Shopping""",Marketplace & Exchange,Buying & Selling,Marketplace & Exchange - Buying & Selling
151,2,2,2024-09-16 18:55:13,2024-09-16 18:57:38,2.4166666666666665,2.4166666666666665,0.83,0.05714285714285714,0.9186307519640853,0.11764705882352941,36.45,3.448275862068966,19.95,"""Treating baby cradle cap""",Nutrition & Feeding,Baby & Toddler Food,Nutrition & Feeding - Baby & Toddler Food
240,9,7,2024-10-01 16:14:57,2024-10-01 17:41:24,86.45,10.80625,0.83,0.2571428571428571,0.6361531986531986,0.4117647058823529,43.5,3.4702139965297856,23.49,"""Fitness Studio Recommendations and Events""",Local Community,Local Events & Activities,Local Community - Local Events & Activities
142,5,2,2024-09-15 11:38:11,2024-09-15 12:02:37,24.433333333333334,6.108333333333333,0.82,0.14285714285714285,0.7943322109988776,0.11764705882352941,35.16,3.410641200545702,19.29,"""Video editing advice for parents""",Parenting Challenges & Support,Parenting Support & Advice,Parenting Challenges & Support - Parenting Support & Advice
234,2,2,2024-09-30 14:08:52,2024-09-30 14:11:18,2.433333333333333,2.433333333333333,0.82,0.05714285714285714,0.9180695847362514,0.11764705882352941,36.43,3.4246575342465757,19.93,"""Borrowing a cane""",Marketplace & Exchange,Borrowing & Lending,Marketplace & Exchange - Borrowing & Lending
855,2,2,2025-01-09 12:31:55,2025-01-09 12:34:22,2.45,2.45,0.82,0.05714285714285714,0.9175084175084175,0.11764705882352941,36.41,3.401360544217687,19.91,"""Discussing a face painter's business""",Travel & Transportation,Transportation & Commuting,Travel & Transportation - Transportation & Commuting
1099,3,3,2025-02-28 06:57:47,2025-02-28 07:05:11,7.4,3.7,0.81,0.08571428571428572,0.8754208754208754,0.17647058823529413,37.92,3.378378378378378,20.65,"""Childcare Center Recommendations""",Child Care & Education,Daycare & Preschools,Child Care & Education - Daycare & Preschools
160,6,5,2024-09-17 17:29:34,2024-09-17 18:06:50,37.266666666666666,7.453333333333333,0.81,0.17142857142857143,0.7490460157126824,0.29411764705882354,40.49,3.3542039355992843,21.92,"""Pediatric After Hours Care""",Travel & Transportation,Transportation & Commuting,Travel & Transportation - Transportation & Commuting
807,5,4,2025-01-01 12:31:53,2025-01-01 12:56:36,24.716666666666665,6.179166666666666,0.81,0.14285714285714285,0.7919472502805837,0.23529411764705882,39.0,3.3715441672285915,21.19,"""Finding Pediatric Care for Ear Infection""",Health & Wellness,Illness & Symptoms,Health & Wellness - Illness & Symptoms
989,5,4,2025-02-02 21:39:03,2025-02-02 22:04:02,24.983333333333334,6.245833333333334,0.8,0.14285714285714285,0.789702581369248,0.23529411764705882,38.93,3.3355570380253505,21.13,"""Newborn Essentials Quantity Advice""",Parenting Challenges & Support,Parenting Support & Advice,Parenting Challenges & Support - Parenting Support & Advice
478,4,3,2024-11-07 11:39:37,2024-11-07 11:54:41,15.066666666666666,5.022222222222222,0.8,0.11428571428571428,0.8309016086793864,0.17647058823529413,37.39,3.3185840707964607,20.35,"""Dining out with children""",Nutrition & Feeding,Restaurants & Dining Out,Nutrition & Feeding - Restaurants & Dining Out
80,6,6,2024-09-05 09:27:11,2024-09-05 10:04:43,37.53333333333333,7.506666666666666,0.8,0.17142857142857143,0.7472502805836139,0.35294117647058826,42.39,3.330373001776199,22.86,"""Handling Baby's Transition to Daycare""",Child Care & Education,Daycare & Preschools,Child Care & Education - Daycare & Preschools
834,3,2,2025-01-05 17:53:42,2025-01-05 18:01:11,7.483333333333333,3.7416666666666667,0.8,0.08571428571428572,0.8740179573512907,0.11764705882352941,35.91,3.3407572383073494,19.63,"""Concerns about child's crawling style""",Uncategorized,Other Topics,Uncategorized - Other Topics
448,5,4,2024-11-01 20:46:24,2024-11-01 21:11:47,25.383333333333333,6.345833333333333,0.79,0.14285714285714285,0.7863355780022446,0.23529411764705882,38.82,3.2829940906106367,21.05,"""Hiring Movers for Single Item""",Uncategorized,Other Topics,Uncategorized - Other Topics
1115,5,5,2025-03-04 17:21:11,2025-03-04 17:46:30,25.316666666666666,6.329166666666667,0.79,0.14285714285714285,0.7868967452300786,0.29411764705882354,40.8,3.2916392363396976,22.04,"""New members introduction and welcome""",Group Communication,Greetings & Introductions,Group Communication - Greetings & Introductions
993,6,6,2025-02-03 13:15:17,2025-02-03 13:53:42,38.416666666666664,7.683333333333333,0.78,0.17142857142857143,0.7413019079685746,0.35294117647058826,42.19,3.253796095444686,22.72,"""Engagement Ring Recommendations""",Parenting Challenges & Support,Parenting Support & Advice,Parenting Challenges & Support - Parenting Support & Advice
943,4,3,2025-01-24 09:27:08,2025-01-24 09:42:28,15.333333333333334,5.111111111111112,0.78,0.11428571428571428,0.8279087167976057,0.17647058823529413,37.29,3.260869565217391,20.27,"""Beach Tips for Infants and Dual Citizenship""",Parenting Challenges & Support,Parenting Support & Advice,Parenting Challenges & Support - Parenting Support & Advice
281,3,2,2024-10-08 08:27:17,2024-10-08 08:34:57,7.666666666666667,3.8333333333333335,0.78,0.08571428571428572,0.8709315375982043,0.11764705882352941,35.81,3.260869565217391,19.54,"""Caribbean trip recommendations""",Travel & Transportation,Transportation & Commuting,Travel & Transportation - Transportation & Commuting
489,9,8,2024-11-08 20:39:09,2024-11-08 22:12:23,93.23333333333333,11.654166666666667,0.77,0.2571428571428571,0.6076038159371493,0.47058823529411764,44.51,3.217733285663211,23.86,"""Compact Step Stool Recommendations for Toddlers""",Parenting Challenges & Support,Parenting Support & Advice,Parenting Challenges & Support - Parenting Support & Advice
537,3,2,2024-11-16 12:10:35,2024-11-16 12:18:20,7.75,3.875,0.77,0.08571428571428572,0.8695286195286195,0.11764705882352941,35.76,3.225806451612903,19.49,"""Santa Claus Helicopter Arrival Date""",Uncategorized,Other Topics,Uncategorized - Other Topics
1030,2,2,2025-02-11 08:56:15,2025-02-11 08:58:51,2.6,2.6,0.77,0.05714285714285714,0.9124579124579124,0.11764705882352941,36.24,3.205128205128205,19.72,"""Children's Toothbrush Recommendations""",Parenting Challenges & Support,Parenting Support & Advice,Parenting Challenges & Support - Parenting Support & Advice
479,2,2,2024-11-07 14:53:34,2024-11-07 14:56:11,2.6166666666666667,2.6166666666666667,0.76,0.05714285714285714,0.9118967452300786,0.11764705882352941,36.22,3.1847133757961785,19.7,"""Seeking Nanny/House Assistant Recommendations""",Child Care & Education,Babysitters & Nannies,Child Care & Education - Babysitters & Nannies
626,2,2,2024-12-01 10:23:33,2024-12-01 10:26:10,2.6166666666666667,2.6166666666666667,0.76,0.05714285714285714,0.9118967452300786,0.11764705882352941,36.22,3.1847133757961785,19.7,"""Indoor Activities for Toddlers""",Uncategorized,Other Topics,Uncategorized - Other Topics
158,2,2,2024-09-17 12:15:05,2024-09-17 12:17:42,2.6166666666666667,2.6166666666666667,0.76,0.05714285714285714,0.9118967452300786,0.11764705882352941,36.22,3.1847133757961785,19.7,"""Dental Surgery Recommendations""",Health & Wellness,Dental & Vision Care,Health & Wellness - Dental & Vision Care
145,6,2,2024-09-15 21:04:45,2024-09-15 21:44:11,39.43333333333333,7.886666666666666,0.76,0.17142857142857143,0.7344556677890011,0.11764705882352941,34.12,3.1699070160608627,18.64,"""Pregnancy, Acupuncture and Inducing Labor""",Uncategorized,Other Topics,Uncategorized - Other Topics
382,4,4,2024-10-24 09:26:56,2024-10-24 09:42:44,15.8,5.266666666666667,0.76,0.11428571428571428,0.8226711560044894,0.23529411764705882,39.08,3.1645569620253164,21.12,"""OB Office and Doctor Recommendations""",Health & Wellness,Medical Care & Providers,Health & Wellness - Medical Care & Providers
609,3,2,2024-11-25 18:12:26,2024-11-25 18:20:27,8.016666666666667,4.008333333333334,0.75,0.08571428571428572,0.8650392817059483,0.11764705882352941,35.61,3.1185031185031185,19.37,"""Sleep Training Age Limit""",Parenting Challenges & Support,Sleep & Bedtime,Parenting Challenges & Support - Sleep & Bedtime
411,4,2,2024-10-27 10:34:23,2024-10-27 10:50:27,16.066666666666666,5.355555555555555,0.75,0.11428571428571428,0.8196782641227086,0.11764705882352941,35.05,3.112033195020747,19.08,"""Parenting Advice on Strollers and Baby Health""",Products & Shopping,Baby Gear & Equipment,Products & Shopping - Baby Gear & Equipment
975,5,5,2025-01-29 11:36:20,2025-01-29 12:03:11,26.85,6.7125,0.74,0.14285714285714285,0.773989898989899,0.29411764705882354,40.37,3.103662321539416,21.73,"""School Admission and Backup Options""",Child Care & Education,Schools & Education,Child Care & Education - Schools & Education
504,5,3,2024-11-11 18:42:13,2024-11-11 19:09:21,27.133333333333333,6.783333333333333,0.74,0.14285714285714285,0.7716049382716049,0.17647058823529413,36.36,3.0712530712530715,19.72,"""Children's Shoes and Scooter Recommendations""",Products & Shopping,Clothing & Accessories,Products & Shopping - Clothing & Accessories
413,9,7,2024-10-27 13:10:33,2024-10-27 14:47:16,96.71666666666667,12.089583333333334,0.74,0.2571428571428571,0.5929433221099887,0.4117647058823529,42.06,3.1018438738583494,22.58,"""Finding Tutors and Local Information""",Child Care & Education,Schools & Education,Child Care & Education - Schools & Education
563,2,2,2024-11-19 09:28:03,2024-11-19 09:30:45,2.7,2.7,0.74,0.05714285714285714,0.9090909090909091,0.11764705882352941,36.13,3.0864197530864197,19.61,"""Borrowing and Using Jogging Stroller""",Products & Shopping,Baby Gear & Equipment,Products & Shopping - Baby Gear & Equipment
212,6,4,2024-09-25 19:11:55,2024-09-25 19:53:04,41.15,8.23,0.73,0.17142857142857143,0.7228956228956229,0.23529411764705882,37.65,3.0376670716889427,20.35,"""Dealing with Child's Head Lice""",Uncategorized,Other Topics,Uncategorized - Other Topics
502,4,3,2024-11-11 09:49:09,2024-11-11 10:05:29,16.333333333333332,5.444444444444444,0.73,0.11428571428571428,0.8166853722409279,0.17647058823529413,36.91,3.0612244897959187,19.99,"""Renting out a condo advice""",Parenting Challenges & Support,Parenting Support & Advice,Parenting Challenges & Support - Parenting Support & Advice
833,4,4,2025-01-05 16:57:37,2025-01-05 17:14:05,16.466666666666665,5.488888888888888,0.73,0.11428571428571428,0.8151889263000375,0.23529411764705882,38.83,3.036437246963563,20.93,"""Personal Styling and Wardrobe Consulting""",Uncategorized,Other Topics,Uncategorized - Other Topics
518,3,3,2024-11-13 12:51:03,2024-11-13 12:59:23,8.333333333333334,4.166666666666667,0.72,0.08571428571428572,0.8597081930415263,0.17647058823529413,37.4,3.0,20.2,"""Age Requirements for Group Participation""",Activities & Recreation,Arts & Music,Activities & Recreation - Arts & Music
828,6,6,2025-01-05 07:48:13,2025-01-05 08:29:40,41.45,8.290000000000001,0.72,0.17142857142857143,0.7208754208754209,0.35294117647058826,41.51,3.01568154402895,22.26,"""Childcare and Activity Recommendations""",Child Care & Education,Daycare & Preschools,Child Care & Education - Daycare & Preschools
259,3,3,2024-10-04 15:29:20,2024-10-04 15:37:37,8.283333333333333,4.141666666666667,0.72,0.08571428571428572,0.8605499438832772,0.17647058823529413,37.42,3.0181086519114686,20.22,"""Various Personal Recommendations and Requests""",Parenting Challenges & Support,Parenting Support & Advice,Parenting Challenges & Support - Parenting Support & Advice
444,4,3,2024-11-01 08:39:44,2024-11-01 08:56:25,16.683333333333334,5.561111111111111,0.72,0.11428571428571428,0.8127572016460906,0.17647058823529413,36.78,2.997002997002997,19.89,"""North End Ice Skating Rink""",Local Community,Neighborhood Information,Local Community - Neighborhood Information
1081,4,4,2025-02-24 08:59:25,2025-02-24 09:16:06,16.683333333333334,5.561111111111111,0.72,0.11428571428571428,0.8127572016460906,0.23529411764705882,38.74,2.997002997002997,20.87,"""Parenting Services and Recommendations""",Marketplace & Exchange,Services & Providers,Marketplace & Exchange - Services & Providers
540,3,3,2024-11-16 16:23:47,2024-11-16 16:32:17,8.5,4.25,0.71,0.08571428571428572,0.8569023569023568,0.17647058823529413,37.3,2.941176470588235,20.12,"""European Car Service Recommendations""",Marketplace & Exchange,Services & Providers,Marketplace & Exchange - Services & Providers
725,2,2,2024-12-15 18:53:01,2024-12-15 18:55:49,2.8,2.8,0.71,0.05714285714285714,0.9057239057239057,0.11764705882352941,36.02,2.9761904761904763,19.5,"""Recommendations for Pediatric Dentists""",Health & Wellness,Dental & Vision Care,Health & Wellness - Dental & Vision Care
89,4,3,2024-09-06 14:08:53,2024-09-06 14:25:43,16.833333333333332,5.611111111111111,0.71,0.11428571428571428,0.8110736999625888,0.17647058823529413,36.73,2.9702970297029707,19.85,"""Kitchen Countertop Replacement Recommendations""",Parenting Challenges & Support,Parenting Support & Advice,Parenting Challenges & Support - Parenting Support & Advice
536,2,2,2024-11-15 19:26:56,2024-11-15 19:29:46,2.8333333333333335,2.8333333333333335,0.71,0.05714285714285714,0.9046015712682379,0.11764705882352941,35.98,2.941176470588235,19.46,"""Couch Removal Options""",Uncategorized,Other Topics,Uncategorized - Other Topics
149,3,2,2024-09-16 17:14:34,2024-09-16 17:23:09,8.583333333333334,4.291666666666667,0.7,0.08571428571428572,0.8554994388327721,0.11764705882352941,35.3,2.9126213592233006,19.1,"""Treatment for Baby's Cradle Cap""",Nutrition & Feeding,Baby & Toddler Food,Nutrition & Feeding - Baby & Toddler Food
39,4,2,2024-08-27 18:36:06,2024-08-27 18:53:15,17.15,5.716666666666666,0.7,0.11428571428571428,0.8075196408529742,0.11764705882352941,34.65,2.915451895043732,18.78,"""NEAA Soccer Schedule Inquiry""",Activities & Recreation,Sports & Physical Activities,Activities & Recreation - Sports & Physical Activities
32,3,2,2024-08-26 15:40:27,2024-08-26 15:49:01,8.566666666666666,4.283333333333333,0.7,0.08571428571428572,0.8557800224466892,0.11764705882352941,35.3,2.9182879377431905,19.11,"""Seeking Short-term Furnished Rental""",Uncategorized,Other Topics,Uncategorized - Other Topics
